7,29,60,1,1,0,1,21,4,0.42857142857142855,0.0,4
6,26,46,0,0,1,0,18,0,0.0,0.0,0
5,25,40,0,0,2,0,15,3,0.4,0.0,3
4,12,22,0,0,0,0,12,4,0.75,0.0,0
3,11,15,0,0,0,0,9,0,0.0,0.0,3
2,12,14,0,0,1,0,6,2,0.5,0.5,0
1,2,2,0,0,0,0,3,1,0.0,0.0,0
1,13,13,0,1,0,0,3,0,0.0,0.0,1
2,16,16,0,1,0,0,6,2,0.0,0.5,0
3,24,24,0,0,0,1,9,2,0.3333333333333333,0.0,2
4,19,38,0,0,0,1,12,0,0.0,0.0,1
5,22,36,0,0,1,0,15,4,0.4,0.6,0
6,22,50,1,0,1,1,18,1,0.0,0.0,1
7,25,59,0,1,0,2,21,0,0.0,0.0,1
7,26,64,0,1,1,1,21,6,0.14285714285714285,0.7142857142857143,2
6,19,37,0,1,1,0,18,2,0.16666666666666666,0.0,1
5,21,43,1,0,1,0,15,0,0.0,0.0,0
4,19,31,0,0,2,0,12,4,0.25,1.25,1
3,12,28,0,0,1,0,9,3,1.6666666666666667,0.0,0
2,11,19,0,0,0,1,6,0,0.0,0.0,0
1,13,13,0,1,0,0,3,1,1.0,1.0,0
1,6,6,0,0,0,0,3,1,1.0,0.0,0
2,23,23,0,0,1,1,6,0,0.0,0.0,2
3,22,29,0,1,0,0,9,3,1.3333333333333333,0.3333333333333333,1
4,24,36,0,0,1,1,12,2,0.25,0.0,4
5,19,48,0,1,0,1,15,0,0.0,0.0,2
6,29,48,1,0,1,0,18,3,0.16666666666666666,0.3333333333333333,6
7,24,54,0,1,0,0,21,4,0.42857142857142855,0.0,2
7,20,62,0,0,3,1,21,0,0.0,0.0,3
6,24,47,0,0,1,1,18,5,0.16666666666666666,0.6666666666666666,1
5,13,43,0,0,0,1,15,5,0.8,0.0,2
4,22,37,0,0,2,0,12,0,0.0,0.0,1
3,21,25,0,0,1,0,9,2,0.3333333333333333,0.3333333333333333,3
2,10,13,0,0,0,0,6,2,0.5,0.0,0
1,14,14,1,0,0,0,3,0,0.0,0.0,1
1,12,12,0,0,1,0,3,1,1.0,1.0,0
2,13,19,0,1,0,0,6,2,0.5,0.0,0
3,12,29,0,0,1,0,9,0,0.0,0.0,0
